experiment_id,site_id,pond_id,strain_id,date,afdw_g_l,source_target_rows,duration_days,depth_cm,nitrate_mg_l,ammonium_mg_l,phosphorus_mg_l,sensor_ph,water_temp_avg_c,water_temp_max_c,water_temp_min_c,conductivity_reported_ms_cm,do_mg_l,do_pct_sat,salinity_g_l,par_umol_m2_s,instrument_join,air_temp_c,relative_humidity_pct,global_light_w_m2,wind_km_h,precipitation_cm,weather_join,day_of_year_sin,day_of_year_cos
OCT172013,ASU,P1,KA32,2013-10-17,0.06,1,0.0,25.0,,,,8.22,20.96,26.1,15.5,50713.69,5.98,81.68,33.3,0.0,both,18.94,29.22,222.64,3.71,0.0,both,-0.9620675724981452,0.27281126433401914
OCT172013,ASU,P2,KA32,2013-10-17,0.06,1,0.0,25.0,,,,8.08,,,,48009.3,7.27,92.3,31.32,,both,18.94,29.22,222.64,3.71,0.0,both,-0.9620675724981452,0.27281126433401914
OCT172013,ASU,P3,KA32,2013-10-17,0.05,1,0.0,25.0,,,,8.19,20.71,26.1,15.3,52812.67,7.62,104.75,34.85,,both,18.94,29.22,222.64,3.71,0.0,both,-0.9620675724981452,0.27281126433401914
OCT172013,ASU,P4,KA32,2013-10-17,0.06,1,0.0,25.0,,,,7.82,21.13,26.4,15.4,53078.66,11.6,160.0,35.05,,both,18.94,29.22,222.64,3.71,0.0,both,-0.9620675724981452,0.27281126433401914
OCT172013,ASU,P5,KA32,2013-10-17,0.06,1,0.0,25.0,,,,7.35,20.68,25.6,15.2,52563.63,5.29,72.57,34.68,,both,18.94,29.22,222.64,3.71,0.0,both,-0.9620675724981452,0.27281126433401914
OCT172013,ASU,P6,KA32,2013-10-17,0.06,1,0.0,25.0,,,,8.0,,,,51785.37,4.98,70.0,34.08,0.0,both,18.94,29.22,222.64,3.71,0.0,both,-0.9620675724981452,0.27281126433401914
OCT172013,GT,P1,KA32,2013-10-17,0.02,1,0.0,,,,,7.7,19.92,22.9,18.1,17223.98,5.61,64.96,11.13,0.0,both,18.33,88.08,42.75,8.77,0.51,both,-0.9620675724981452,0.27281126433401914
OCT172013,GT,P3,KA32,2013-10-17,0.02,1,0.0,,,,,,,,,,,,,,left_only,18.33,88.08,42.75,8.77,0.51,both,-0.9620675724981452,0.27281126433401914
OCT172013,GT,P4,KA32,2013-10-17,0.02,1,0.0,32.0,,,,6.57,20.14,24.4,17.2,4017.14,8.25,92.2,2.1,,both,18.33,88.08,42.75,8.77,0.51,both,-0.9620675724981452,0.27281126433401914
OCT172013,GT,P5,KA32,2013-10-17,0.01,1,0.0,,,,,,,,,,,,,,left_only,18.33,88.08,42.75,8.77,0.51,both,-0.9620675724981452,0.27281126433401914
OCT172013,ASU,P1,KA32,2013-10-18,0.06,1,0.71,24.13,55.93,,9.12,8.45,15.12,20.7,9.3,51477.43,6.45,78.74,33.8,0.0,both,19.33,28.38,220.85,3.78,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,ASU,P2,KA32,2013-10-18,0.06,1,0.71,24.13,54.8,,10.19,8.27,,,,48825.18,7.86,88.73,31.74,,both,19.33,28.38,220.85,3.78,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,ASU,P3,KA32,2013-10-18,0.06,1,0.71,24.13,56.1,,9.44,8.39,14.97,20.7,9.1,52538.65,8.39,102.54,34.57,,both,19.33,28.38,220.85,3.78,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,ASU,P4,KA32,2013-10-18,0.06,1,0.71,24.13,54.2,,9.68,7.01,15.3,20.9,9.4,52810.43,13.6,166.74,34.79,,both,19.33,28.38,220.85,3.78,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,ASU,P5,KA32,2013-10-18,0.06,1,0.71,24.13,52.73,,9.76,7.84,15.02,20.7,9.1,52722.43,5.48,67.3,34.71,,both,19.33,28.38,220.85,3.78,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,ASU,P6,KA32,2013-10-18,0.06,1,0.71,24.13,55.1,,9.55,8.06,,,,52555.77,5.27,66.79,34.64,0.0,both,19.33,28.38,220.85,3.78,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,CP,P1,KA32,2013-10-18,0.05,1,0.7,25.0,51.85,,,7.73,13.4,19.2,9.6,45588.49,0.0,0.0,29.51,0.0,both,20.22,33.58,200.17,1.45,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,CP,P2,KA32,2013-10-18,0.05,1,0.7,25.0,56.71,,,7.89,14.72,20.9,9.5,51615.1,11.81,142.04,33.88,,both,20.22,33.58,200.17,1.45,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,CP,P3,KA32,2013-10-18,0.05,1,0.7,25.0,54.2,,,7.88,13.69,20.7,9.5,48290.45,10.77,125.03,31.46,,both,20.22,33.58,200.17,1.45,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,CP,P4,KA32,2013-10-18,0.05,1,0.7,25.0,53.03,,,8.07,17.12,26.2,13.5,39198.81,8.09,97.8,25.36,,both,20.22,33.58,200.17,1.45,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,CP,P5,KA32,2013-10-18,0.04,1,0.7,29.0,46.33,,,8.22,14.86,20.3,10.1,43157.36,7.35,85.97,27.79,,both,20.22,33.58,200.17,1.45,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,CP,P6,KA32,2013-10-18,0.05,1,0.7,25.0,55.04,,,8.2,14.24,20.8,9.5,49304.56,7.55,89.66,32.19,,both,20.22,33.58,200.17,1.45,0.0,both,-0.957232443323312,0.28931997761869527
OCT172013,ASU,P1,KA32,2013-10-20,0.06,1,2.71,23.18,53.43,,3.83,8.53,14.61,20.6,8.3,52653.53,6.78,82.54,34.64,0.0,both,19.79,22.15,218.91,4.1,0.0,both,-0.9467139181463862,0.3220757010206104
OCT172013,ASU,P2,KA32,2013-10-20,0.07,1,2.71,22.54,52.6,,3.0,8.48,,,,48525.95,7.95,89.7,31.51,,both,19.79,22.15,218.91,4.1,0.0,both,-0.9467139181463862,0.3220757010206104
OCT172013,ASU,P3,KA32,2013-10-20,0.06,1,2.71,22.54,53.9,,3.28,8.54,14.65,20.6,8.2,52413.76,8.74,106.27,34.46,,both,19.79,22.15,218.91,4.1,0.0,both,-0.9467139181463862,0.3220757010206104
OCT172013,ASU,P4,KA32,2013-10-20,0.07,1,2.71,22.86,54.9,,5.43,7.83,14.8,20.8,8.4,52737.94,13.35,162.15,34.7,,both,19.79,22.15,218.91,4.1,0.0,both,-0.9467139181463862,0.3220757010206104
OCT172013,ASU,P5,KA32,2013-10-20,0.07,1,2.71,22.86,50.43,,5.38,7.86,14.4,20.5,8.2,53480.93,5.66,68.9,35.23,,both,19.79,22.15,218.91,4.1,0.0,both,-0.9467139181463862,0.3220757010206104
OCT172013,ASU,P6,KA32,2013-10-20,0.07,1,2.71,22.54,56.47,,5.23,7.84,,,,54675.86,5.79,72.95,36.16,0.0,both,19.79,22.15,218.91,4.1,0.0,both,-0.9467139181463862,0.3220757010206104
OCT172013,ASU,P1,KA32,2013-10-21,0.08,1,3.71,23.81,50.07,,3.37,8.28,14.73,20.9,8.7,51840.96,7.07,85.94,34.05,0.0,both,20.37,23.09,214.5,3.74,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,ASU,P2,KA32,2013-10-21,0.08,1,3.71,24.13,52.6,,2.58,8.47,,,,47466.01,8.11,91.45,30.75,,both,20.37,23.09,214.5,3.74,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,ASU,P3,KA32,2013-10-21,0.08,1,3.71,24.13,52.0,,2.81,8.52,14.63,20.8,8.6,51371.05,9.06,109.54,33.7,,both,20.37,23.09,214.5,3.74,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,ASU,P4,KA32,2013-10-21,0.09,1,3.71,24.77,54.23,,5.25,7.84,16.08,41.4,8.8,47684.15,12.82,155.84,31.36,,both,20.37,23.09,214.5,3.74,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,ASU,P5,KA32,2013-10-21,0.09,1,3.71,23.5,50.0,,5.12,7.86,14.72,21.0,8.6,52691.84,5.9,72.07,34.66,,both,20.37,23.09,214.5,3.74,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,ASU,P6,KA32,2013-10-21,0.09,1,3.71,23.5,52.93,,4.83,7.86,,,,53387.03,6.01,75.58,35.21,0.0,both,20.37,23.09,214.5,3.74,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,CP,P1,KA32,2013-10-21,0.06,1,3.65,24.38,63.17,,,7.57,16.04,30.4,12.3,41892.83,0.0,0.0,27.2,346.55,both,12.93,78.33,187.42,1.05,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,CP,P2,KA32,2013-10-21,0.06,1,3.65,24.77,59.05,,,7.84,15.61,37.4,12.2,48217.84,10.29,124.33,31.65,,both,12.93,78.33,187.42,1.05,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,CP,P3,KA32,2013-10-21,0.06,1,3.65,24.77,63.48,,,7.88,15.08,19.8,12.2,50432.97,10.09,122.55,33.06,,both,12.93,78.33,187.42,1.05,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,CP,P4,KA32,2013-10-21,0.06,1,3.65,24.77,72.86,,,8.38,15.37,20.2,12.3,51992.34,8.04,99.07,34.21,,both,12.93,78.33,187.42,1.05,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,CP,P5,KA32,2013-10-21,0.05,1,3.65,27.18,59.05,,,8.38,15.09,19.5,12.2,45310.95,7.21,85.74,29.35,,both,12.93,78.33,187.42,1.05,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,CP,P6,KA32,2013-10-21,0.06,1,3.65,24.77,62.44,,,8.41,15.09,19.8,12.1,50930.64,7.58,92.48,33.43,,both,12.93,78.33,187.42,1.05,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,GT,P1,KA32,2013-10-21,0.08,1,3.73,25.5,85.81,,,7.87,13.34,17.3,9.3,45885.99,4.75,54.77,29.69,0.0,both,15.83,66.39,145.08,5.77,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,GT,P2,KA32,2013-10-21,0.08,1,3.73,25.5,72.0,,,8.96,15.9,23.4,9.7,22340.56,5.29,58.31,14.4,,both,15.83,66.39,145.08,5.77,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,GT,P3,KA32,2013-10-21,0.08,1,3.73,25.5,,,,,,,,,,,,,left_only,15.83,66.39,145.08,5.77,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,GT,P4,KA32,2013-10-21,0.09,1,3.73,25.5,63.25,,,6.62,15.45,23.3,9.8,23219.16,6.78,74.21,14.97,,both,15.83,66.39,145.08,5.77,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,GT,P5,KA32,2013-10-21,0.07,1,3.73,27.0,52.54,,,,,,,,,,,,left_only,15.83,66.39,145.08,5.77,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,GT,P6,KA32,2013-10-21,0.08,1,3.73,26.0,60.12,,,10.18,14.35,20.3,9.8,45838.0,5.87,68.45,29.78,,both,15.83,66.39,145.08,5.77,0.0,both,-0.9410336347451197,0.3383130181923076
OCT172013,ASU,P1,KA32,2013-10-23,0.13,1,5.71,24.13,45.93,,3.04,8.46,17.39,23.0,11.8,51590.11,6.97,89.38,33.93,0.0,both,23.87,22.71,205.38,2.99,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,ASU,P2,KA32,2013-10-23,0.14,1,5.71,24.13,47.53,,1.68,8.48,,,,47342.09,7.84,93.75,30.78,,both,23.87,22.71,205.38,2.99,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,ASU,P3,KA32,2013-10-23,0.14,1,5.71,24.45,47.9,,2.27,8.51,17.23,22.8,11.7,51346.24,8.8,112.23,33.75,,both,23.87,22.71,205.38,2.99,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,ASU,P4,KA32,2013-10-23,0.15,1,5.71,24.13,44.17,,4.44,7.85,17.53,23.2,11.9,52811.32,8.29,107.77,34.83,,both,23.87,22.71,205.38,2.99,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,ASU,P5,KA32,2013-10-23,0.15,1,5.71,23.81,42.87,,4.24,7.85,17.35,23.0,11.8,51892.83,5.75,73.77,34.15,,both,23.87,22.71,205.38,2.99,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,ASU,P6,KA32,2013-10-23,0.15,1,5.71,24.45,43.27,,4.09,7.86,,,,52796.34,5.96,78.39,34.83,0.0,both,23.87,22.71,205.38,2.99,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CELL,P1,KA32,2013-10-23,0.04,1,0.0,25.0,42.28,,6.33,7.84,26.06,29.01,23.51,52637.24,6.8,102.05,34.65,,both,26.83,67.0,248.84,9.24,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CELL,P2,KA32,2013-10-23,0.04,1,0.0,25.0,44.57,,6.72,7.76,24.34,28.91,20.5,54140.99,5.12,75.18,35.81,,both,26.83,67.0,248.84,9.24,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CELL,P3,KA32,2013-10-23,0.03,1,0.0,25.0,46.49,,7.07,7.63,24.5,28.77,20.54,53643.67,7.24,106.33,35.43,7.72,both,26.83,67.0,248.84,9.24,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CELL,P4,KA32,2013-10-23,0.04,1,0.0,25.0,49.77,,7.59,7.93,26.06,29.91,23.44,51652.3,6.16,92.15,33.92,,both,26.83,67.0,248.84,9.24,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CELL,P5,KA32,2013-10-23,0.03,1,0.0,25.0,47.87,,7.37,7.56,26.04,30.44,20.57,52351.28,5.84,87.04,34.43,,both,26.83,67.0,248.84,9.24,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CELL,P6,KA32,2013-10-23,0.04,1,0.0,25.0,46.89,,7.2,7.61,24.53,30.07,20.58,51238.6,6.06,88.02,33.69,,both,26.83,67.0,248.84,9.24,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CP,P1,KA32,2013-10-23,0.08,1,5.7,24.61,62.9,,,7.6,14.09,18.3,12.2,40068.08,0.0,0.0,25.63,444.36,both,12.84,81.92,157.25,1.11,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CP,P2,KA32,2013-10-23,0.08,1,5.7,24.77,60.53,,,7.89,14.46,18.3,12.1,50342.25,10.1,121.32,32.98,,both,12.84,81.92,157.25,1.11,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CP,P3,KA32,2013-10-23,0.08,1,5.7,23.8,60.35,,,7.88,14.36,18.3,12.1,46445.73,10.98,129.5,30.16,,both,12.84,81.92,157.25,1.11,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CP,P4,KA32,2013-10-23,0.07,1,5.7,25.08,60.53,,,8.44,14.01,18.8,11.4,50903.93,8.6,102.82,33.37,,both,12.84,81.92,157.25,1.11,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CP,P5,KA32,2013-10-23,0.07,1,5.7,26.04,63.26,,,8.51,14.32,18.0,12.1,46806.73,7.42,87.52,30.41,,both,12.84,81.92,157.25,1.11,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,CP,P6,KA32,2013-10-23,0.07,1,5.7,25.08,63.08,,,8.52,14.39,18.2,12.0,50089.58,7.55,90.55,32.8,,both,12.84,81.92,157.25,1.11,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,GT,P1,KA32,2013-10-23,0.06,1,5.73,25.5,63.91,,,7.76,14.01,42.3,10.0,44742.31,4.53,52.5,28.9,0.0,both,11.48,64.83,191.64,14.85,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,GT,P2,KA32,2013-10-23,0.07,1,5.73,25.0,68.68,,,8.04,14.15,28.5,9.4,15351.55,5.98,64.71,9.84,,both,11.48,64.83,191.64,14.85,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,GT,P3,KA32,2013-10-23,0.06,1,5.73,25.0,52.05,,,,,,,,,,,,left_only,11.48,64.83,191.64,14.85,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,GT,P4,KA32,2013-10-23,0.09,1,5.73,25.5,44.96,,,7.4,14.29,30.0,9.4,15355.73,7.22,76.78,9.79,,both,11.48,64.83,191.64,14.85,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,GT,P5,KA32,2013-10-23,0.08,1,5.73,26.5,41.34,,,9.85,12.66,17.6,8.9,1957.22,7.3,69.56,1.04,,both,11.48,64.83,191.64,14.85,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,GT,P6,KA32,2013-10-23,0.08,1,5.73,25.5,42.99,,,8.39,13.08,19.6,9.6,47960.12,4.84,56.04,31.23,,both,11.48,64.83,191.64,14.85,0.0,both,-0.9288394302558068,0.3704825404820963
OCT172013,TRL,P1,KA32,2013-10-24,0.08,1,0.0,,100.0,,40.0,6.75,17.06,17.8,15.9,51199.75,6.98,88.73,33.68,0.0,both,,,,,,left_only,-0.9223291176290545,0.3864052261209853
OCT172013,TRL,P2,KA32,2013-10-24,0.09,1,0.0,,90.0,,40.0,6.83,16.71,17.2,15.9,51245.25,7.35,92.73,33.71,,both,,,,,,left_only,-0.9223291176290545,0.3864052261209853
OCT172013,TRL,P3,KA32,2013-10-24,0.07,1,0.0,,80.0,,40.0,6.77,16.64,17.1,15.8,52028.9,6.99,88.46,34.28,,both,,,,,,left_only,-0.9223291176290545,0.3864052261209853
OCT172013,TRL,P4,KA32,2013-10-24,0.07,1,0.0,,100.0,,40.0,7.56,16.78,17.3,15.9,54392.28,7.21,92.31,36.04,,both,,,,,,left_only,-0.9223291176290545,0.3864052261209853
OCT172013,TRL,P5,KA32,2013-10-24,0.08,1,0.0,,90.0,,40.0,7.81,16.73,17.2,16.0,52104.08,7.6,96.35,34.34,,both,,,,,,left_only,-0.9223291176290545,0.3864052261209853
OCT172013,TRL,P6,KA32,2013-10-24,0.08,1,0.0,,80.0,,40.0,7.81,16.96,20.8,15.9,50810.71,7.49,88.64,33.59,,both,,,,,,left_only,-0.9223291176290545,0.3864052261209853
OCT172013,ASU,P1,KA32,2013-10-25,0.2,1,7.71,23.5,41.07,,2.08,7.87,16.45,21.7,10.7,52489.41,6.77,85.15,34.58,266.66,both,21.15,26.21,205.57,3.66,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,ASU,P2,KA32,2013-10-25,0.2,1,7.71,23.5,38.6,,0.91,8.46,,,,45920.48,7.69,89.23,29.76,,both,21.15,26.21,205.57,3.66,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,ASU,P3,KA32,2013-10-25,0.2,1,7.71,24.13,40.33,,1.24,8.49,16.11,21.6,10.6,51192.18,8.91,110.95,33.62,,both,21.15,26.21,205.57,3.66,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,ASU,P4,KA32,2013-10-25,0.21,1,7.71,24.13,37.1,,3.47,7.84,16.44,21.8,10.9,52796.81,8.75,111.14,34.81,,both,21.15,26.21,205.57,3.66,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,ASU,P5,KA32,2013-10-25,0.22,1,7.71,24.13,35.93,,3.25,7.9,16.23,21.6,10.7,51969.78,5.77,72.43,34.19,,both,21.15,26.21,205.57,3.66,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,ASU,P6,KA32,2013-10-25,0.22,1,7.71,24.45,34.83,,3.13,7.87,,,,53296.25,6.02,77.66,35.2,0.0,both,21.15,26.21,205.57,3.66,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CELL,P1,KA32,2013-10-25,0.07,1,1.71,24.0,39.48,,5.44,7.87,25.55,29.62,22.04,54417.87,7.59,114.31,35.98,,both,27.65,69.3,239.74,7.04,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CELL,P2,KA32,2013-10-25,0.07,1,1.71,24.0,41.01,,5.84,7.86,25.54,29.73,21.96,53707.22,6.08,91.44,35.46,,both,27.65,69.3,239.74,7.04,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CELL,P3,KA32,2013-10-25,0.06,1,1.71,24.0,43.47,,6.2,7.85,25.98,30.4,22.07,53922.22,0.01,0.16,35.61,279.8,both,27.65,69.3,239.74,7.04,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CELL,P4,KA32,2013-10-25,0.07,1,1.71,24.0,46.36,,6.08,8.39,25.89,30.63,21.86,53350.73,6.97,105.51,35.18,,both,27.65,69.3,239.74,7.04,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CELL,P5,KA32,2013-10-25,0.07,1,1.71,24.0,45.43,,5.88,8.4,26.15,31.2,22.01,53479.71,6.98,105.85,35.27,,both,27.65,69.3,239.74,7.04,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CELL,P6,KA32,2013-10-25,0.07,1,1.71,24.0,43.06,,5.31,8.37,26.01,30.92,21.94,53810.91,6.78,102.8,35.52,,both,27.65,69.3,239.74,7.04,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CP,P1,KA32,2013-10-25,0.1,1,7.61,24.77,,,,7.63,15.03,20.0,12.0,39748.53,0.0,0.0,25.4,382.6,both,14.08,76.38,173.5,1.03,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CP,P2,KA32,2013-10-25,0.11,1,7.61,24.77,,,,7.89,14.91,20.0,11.9,50431.37,10.37,125.77,33.06,,both,14.08,76.38,173.5,1.03,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CP,P3,KA32,2013-10-25,0.11,1,7.61,24.77,,,,7.88,13.57,18.6,11.9,48361.3,11.7,137.07,31.52,,both,14.08,76.38,173.5,1.03,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CP,P4,KA32,2013-10-25,0.1,1,7.61,24.88,,,,8.52,14.13,17.7,12.2,50560.24,8.69,104.0,33.14,,both,14.08,76.38,173.5,1.03,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CP,P5,KA32,2013-10-25,0.09,1,7.61,25.65,,,,8.52,14.74,19.7,11.8,47753.39,7.56,90.57,31.1,,both,14.08,76.38,173.5,1.03,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,CP,P6,KA32,2013-10-25,0.1,1,7.61,25.4,,,,8.52,14.86,19.9,11.9,49999.42,7.89,95.62,32.74,,both,14.08,76.38,173.5,1.03,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,GT,P1,KA32,2013-10-25,0.13,1,7.73,24.5,46.78,,,7.77,8.83,16.8,6.3,45165.89,4.06,42.2,28.98,0.0,both,7.15,53.64,196.31,11.61,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,GT,P2,KA32,2013-10-25,0.12,1,7.73,24.5,44.8,,,7.57,8.09,10.9,4.6,49092.49,8.65,89.94,31.72,,both,7.15,53.64,196.31,11.61,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,GT,P3,KA32,2013-10-25,0.06,1,7.73,24.5,39.53,,,,,,,,,,,,left_only,7.15,53.64,196.31,11.61,0.0,both,-0.9155458729775467,0.40221356823680365
OCT172013,ASU,P1,KA32,2013-10-28,0.29,1,10.72,21.59,29.63,,0.69,8.98,15.8,19.8,12.0,53360.97,6.72,84.34,35.24,221.04,both,22.16,29.88,161.28,10.48,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,ASU,P2,KA32,2013-10-28,0.29,1,10.72,21.59,29.73,,0.63,8.48,,,,43431.46,6.7,80.23,28.03,,both,22.16,29.88,161.28,10.48,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,ASU,P3,KA32,2013-10-28,0.29,1,10.72,22.23,27.73,,0.82,8.51,15.51,19.6,11.7,52947.38,8.61,107.18,34.92,,both,22.16,29.88,161.28,10.48,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,ASU,P4,KA32,2013-10-28,0.3,1,10.72,22.23,26.83,,1.99,7.86,15.9,20.0,12.0,54485.89,9.62,121.79,36.07,,both,22.16,29.88,161.28,10.48,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,ASU,P5,KA32,2013-10-28,0.3,1,10.72,21.59,24.13,,1.67,7.92,15.61,19.7,11.8,53338.89,5.51,68.95,35.21,,both,22.16,29.88,161.28,10.48,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,ASU,P6,KA32,2013-10-28,0.3,1,10.72,21.91,26.4,,1.64,7.91,,,,54737.92,5.69,73.59,36.28,0.0,both,22.16,29.88,161.28,10.48,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,CELL,P1,KA32,2013-10-28,0.19,1,4.71,22.0,27.34,,3.81,7.87,25.82,30.7,22.72,55386.62,7.29,110.94,36.7,,both,26.25,65.76,214.0,8.92,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,CELL,P2,KA32,2013-10-28,0.19,1,4.71,20.0,27.71,,4.0,7.87,25.86,30.87,22.67,53564.21,5.85,88.48,35.35,,both,26.25,65.76,214.0,8.92,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,CELL,P3,KA32,2013-10-28,0.18,1,4.71,20.0,30.31,,4.4,7.85,25.89,30.87,22.63,53783.75,5.23,80.23,35.6,299.97,both,26.25,65.76,214.0,8.92,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,CELL,P4,KA32,2013-10-28,0.21,1,4.71,23.0,33.42,,3.93,8.46,26.2,31.61,22.51,54342.51,6.33,96.64,35.91,,both,26.25,65.76,214.0,8.92,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,CELL,P5,KA32,2013-10-28,0.22,1,4.71,23.0,33.55,,4.03,8.45,26.23,31.82,22.46,54893.95,6.96,106.49,36.32,,both,26.25,65.76,214.0,8.92,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,CELL,P6,KA32,2013-10-28,0.19,1,4.71,20.5,30.06,,3.47,8.41,26.03,31.7,22.45,53831.07,6.73,102.15,35.54,,both,26.25,65.76,214.0,8.92,0.0,both,-0.8935790198239952,0.4489059314938798
OCT172013,CP,P1,KA32,2013-10-28,0.18,1,10.65,24.13,42.85,,,7.58,13.19,15.3,11.7,36990.33,0.0,0.0,23.47,275.25,both,11.68,85.58,56.21,0.96,0.38,both,-0.8935790198239952,0.4489059314938798
OCT172013,CP,P2,KA32,2013-10-28,0.17,1,10.65,24.13,47.77,,,7.89,13.15,15.3,11.6,50323.89,10.95,128.21,32.94,,both,11.68,85.58,56.21,0.96,0.38,both,-0.8935790198239952,0.4489059314938798
OCT172013,CP,P3,KA32,2013-10-28,0.17,1,10.65,24.44,40.59,,,7.88,13.14,15.3,11.6,41254.87,11.85,133.04,26.45,,both,11.68,85.58,56.21,0.96,0.38,both,-0.8935790198239952,0.4489059314938798
OCT172013,CP,P4,KA32,2013-10-28,0.16,1,10.65,24.44,42.85,,,8.52,13.92,16.8,12.3,51356.6,8.8,105.28,33.71,,both,11.68,85.58,56.21,0.96,0.38,both,-0.8935790198239952,0.4489059314938798
OCT172013,CP,P5,KA32,2013-10-28,0.16,1,10.65,24.44,47.77,,,8.52,13.08,15.2,11.6,48015.26,7.56,87.43,31.27,,both,11.68,85.58,56.21,0.96,0.38,both,-0.8935790198239952,0.4489059314938798
OCT172013,CP,P6,KA32,2013-10-28,0.16,1,10.65,24.44,40.59,,,8.52,13.13,15.3,11.6,49845.97,8.11,94.76,32.6,,both,11.68,85.58,56.21,0.96,0.38,both,-0.8935790198239952,0.4489059314938798
