experiment_id,site_id,pond_id,strain_id,date,afdw_g_l,source_target_rows,duration_days,depth_cm,nitrate_mg_l,ammonium_mg_l,phosphorus_mg_l,sensor_ph,water_temp_avg_c,water_temp_max_c,water_temp_min_c,conductivity_reported_ms_cm,do_mg_l,do_pct_sat,salinity_g_l,par_umol_m2_s,instrument_join,air_temp_c,relative_humidity_pct,global_light_w_m2,wind_km_h,precipitation_cm,weather_join,day_of_year_sin,day_of_year_cos
APR032014,CP,P5,KA32,2014-04-30,0.27,2,25.805,24.75,18.884999999999998,,1.31,7.9,19.27,26.9,12.1,52.07,8.7,117.81,34.27,,both,21.13,34.17,322.54,1.31,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,CP,P6,KA32,2014-04-30,0.28,2,25.805,25.0,23.73,,2.545,7.94,19.4,27.0,12.2,58.25,9.04,125.88,38.88,,both,21.13,34.17,322.54,1.31,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,FA,P1,KA32,2014-04-30,0.345,2,22.78,24.4,71.0,,13.6,7.95,26.4,30.5,23.9,54462.81,6.29,96.78,36.0,720.18,both,26.79,43.04,226.47,2.81,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,FA,P2,KA32,2014-04-30,0.23,1,22.75,24.4,98.0,,12.5,7.92,26.3,30.6,23.9,57878.11,8.29,129.27,38.56,,both,26.79,43.04,226.47,2.81,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,FA,P3,KA32,2014-04-30,0.355,2,22.78,24.4,77.0,,11.575,7.97,26.32,30.6,23.8,56312.59,8.27,128.21,37.37,,both,26.79,43.04,226.47,2.81,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,FA,P4,KA32,2014-04-30,0.22,1,22.75,24.3,98.0,,11.6,7.97,,,,55120.03,9.57,148.04,36.48,,both,26.79,43.04,226.47,2.81,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,FA,P5,KA32,2014-04-30,0.32999999999999996,2,22.78,24.6,79.0,,13.5,7.9,26.31,30.3,23.8,56574.35,7.08,109.87,37.58,,both,26.79,43.04,226.47,2.81,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,FA,P6,KA32,2014-04-30,0.21,1,22.75,24.5,116.0,,14.0,7.9,26.81,31.4,24.3,55235.1,8.23,128.28,36.55,,both,26.79,43.04,226.47,2.81,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,GT,P1,KA32,2014-04-30,0.34,1,21.7,26.0,,,,8.0,19.31,20.8,17.8,40075.85,7.85,99.31,25.67,172.72,both,19.44,77.64,80.59,14.46,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,GT,P2,KA32,2014-04-30,0.35,1,21.7,26.0,,,,7.97,19.29,20.9,17.1,40429.65,8.11,102.72,25.95,,both,19.44,77.64,80.59,14.46,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,GT,P3,KA32,2014-04-30,0.37,1,21.7,26.0,,,,7.96,17.5,19.0,15.6,37725.39,8.65,104.72,24.08,,both,19.44,77.64,80.59,14.46,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,GT,P4,KA32,2014-04-30,0.25,2,21.740000000000002,25.75,,,,7.96,,,,41868.57,7.55,97.01,26.95,,both,19.44,77.64,80.59,14.46,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,GT,P5,KA32,2014-04-30,0.28500000000000003,2,21.740000000000002,25.0,,,,7.96,19.6,21.2,17.9,42271.22,8.15,104.61,27.24,,both,19.44,77.64,80.59,14.46,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,GT,P6,KA32,2014-04-30,0.28,2,21.740000000000002,25.0,,,,7.97,19.63,21.2,18.0,42883.86,8.01,103.14,27.68,,both,19.44,77.64,80.59,14.46,0.0,both,0.8806828564301475,-0.47370635037968
APR032014,ASU,P1,KA32,2014-05-02,0.18,1,28.66,24.0,55.97,,5.41,7.92,19.67,26.7,12.8,51587.46,8.5,115.66,33.94,,both,,,,,,left_only,0.8638670987837349,-0.503719798736334
APR032014,ASU,P2,KA32,2014-05-02,0.29000000000000004,2,28.695,24.0,51.065,,3.91,7.89,20.39,27.4,12.7,45711.61,8.13,110.42,29.83,,both,,,,,,left_only,0.8638670987837349,-0.503719798736334
APR032014,ASU,P3,KA32,2014-05-02,0.19,1,28.66,23.5,56.07,,5.38,7.9,19.87,26.9,12.8,53574.74,8.55,117.48,35.39,,both,,,,,,left_only,0.8638670987837349,-0.503719798736334
APR032014,ASU,P4,KA32,2014-05-02,0.31,2,28.695,23.75,58.985,,4.025,7.93,20.55,27.7,12.9,54868.15,9.65,135.27,36.35,,both,,,,,,left_only,0.8638670987837349,-0.503719798736334
APR032014,ASU,P5,KA32,2014-05-02,0.2,1,28.66,23.5,60.03,,5.27,7.84,19.64,26.7,12.7,53365.75,8.51,116.1,35.24,,both,,,,,,left_only,0.8638670987837349,-0.503719798736334
APR032014,ASU,P6,KA32,2014-05-02,0.24000000000000002,2,28.695,24.0,57.28,,5.055,7.84,,,,53573.72,6.65,92.19,35.43,715.76,both,,,,,,left_only,0.8638670987837349,-0.503719798736334
APR032014,CELL,P1,KA32,2014-05-02,0.36,1,16.74,24.25,51.72,,6.82,7.48,25.98,30.18,22.44,51465.38,6.19,92.32,33.94,,both,25.17,82.73,201.91,3.76,0.03,both,0.8638670987837349,-0.503719798736334
APR032014,CELL,P2,KA32,2014-05-02,0.25,2,16.805,24.5,49.7,,6.475,7.8,25.46,29.41,22.45,53895.37,6.68,100.13,35.6,,both,25.17,82.73,201.91,3.76,0.03,both,0.8638670987837349,-0.503719798736334
APR032014,CELL,P3,KA32,2014-05-02,0.37,1,16.74,24.5,51.66,,6.63,7.33,25.72,29.45,22.37,50445.41,2.6,86.67,34.61,520.51,both,25.17,82.73,201.91,3.76,0.03,both,0.8638670987837349,-0.503719798736334
APR032014,CELL,P4,KA32,2014-05-02,0.255,2,16.805,24.5,48.555,,6.45,7.83,25.92,30.21,22.77,52175.91,8.15,123.14,34.32,,both,25.17,82.73,201.91,3.76,0.03,both,0.8638670987837349,-0.503719798736334
APR032014,CELL,P5,KA32,2014-05-02,0.255,2,16.805,24.5,48.019999999999996,,6.57,7.83,25.49,29.69,22.37,51536.61,8.58,128.11,33.91,,both,25.17,82.73,201.91,3.76,0.03,both,0.8638670987837349,-0.503719798736334
APR032014,CELL,P6,KA32,2014-05-02,0.36,1,16.74,24.5,50.97,,6.57,7.91,25.64,29.4,22.43,53446.53,7.69,116.73,35.35,,both,25.17,82.73,201.91,3.76,0.03,both,0.8638670987837349,-0.503719798736334
APR032014,CP,P1,KA32,2014-05-02,0.24,1,27.78,24.3,23.56,,1.05,7.96,18.77,25.6,13.7,49.8,10.01,133.15,32.62,,both,23.75,28.71,319.25,1.85,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,CP,P2,KA32,2014-05-02,0.27,1,27.78,24.3,22.92,,1.3,7.99,19.23,25.6,13.6,52.41,8.9,120.4,34.54,505.67,both,23.75,28.71,319.25,1.85,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,CP,P3,KA32,2014-05-02,0.27,1,27.78,24.0,26.65,,1.69,7.96,18.57,25.1,13.5,49.17,8.75,115.26,32.19,,both,23.75,28.71,319.25,1.85,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,CP,P4,KA32,2014-05-02,0.28500000000000003,2,27.810000000000002,24.2,6.145,,0.33,14.01,18.96,25.8,13.3,50.81,9.61,129.69,33.36,,both,23.75,28.71,319.25,1.85,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,CP,P5,KA32,2014-05-02,0.265,2,27.810000000000002,24.1,8.65,,0.25,7.85,19.14,25.8,13.4,50.98,8.9,120.38,33.48,,both,23.75,28.71,319.25,1.85,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,CP,P6,KA32,2014-05-02,0.27,2,27.810000000000002,24.5,11.184999999999999,,0.27,7.9,19.21,26.0,13.4,58.03,9.04,126.28,38.73,,both,23.75,28.71,319.25,1.85,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,FA,P1,KA32,2014-05-02,0.32999999999999996,2,24.775,24.0,59.0,,,7.92,25.16,29.5,22.7,54465.05,6.44,96.85,36.08,544.01,both,25.68,46.11,225.51,2.88,1.4,both,0.8638670987837349,-0.503719798736334
APR032014,FA,P2,KA32,2014-05-02,0.31,1,24.75,24.0,59.0,,,7.87,25.35,29.8,22.6,56975.2,7.58,115.91,37.91,,both,25.68,46.11,225.51,2.88,1.4,both,0.8638670987837349,-0.503719798736334
APR032014,FA,P3,KA32,2014-05-02,0.325,2,24.775,24.0,50.0,,,7.95,25.32,29.7,22.6,55112.55,8.03,121.69,36.51,,both,25.68,46.11,225.51,2.88,1.4,both,0.8638670987837349,-0.503719798736334
APR032014,FA,P4,KA32,2014-05-02,0.31,1,24.75,24.2,65.0,,,7.94,,,,54740.61,9.32,140.58,36.27,,both,25.68,46.11,225.51,2.88,1.4,both,0.8638670987837349,-0.503719798736334
APR032014,FA,P5,KA32,2014-05-02,0.31,2,24.775,24.0,58.0,,,7.85,25.26,29.7,22.6,56178.39,6.64,101.17,37.31,,both,25.68,46.11,225.51,2.88,1.4,both,0.8638670987837349,-0.503719798736334
APR032014,FA,P6,KA32,2014-05-02,0.3,1,24.75,24.0,69.0,,,7.85,25.48,30.2,22.9,55696.28,7.87,119.97,36.94,,both,25.68,46.11,225.51,2.88,1.4,both,0.8638670987837349,-0.503719798736334
APR032014,GT,P1,KA32,2014-05-02,0.255,2,23.744999999999997,,68.955,,,7.86,17.01,25.0,12.0,39225.57,9.4,113.97,25.12,554.23,both,15.96,47.67,287.29,6.68,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,GT,P2,KA32,2014-05-02,0.27,2,23.744999999999997,,66.175,,,7.86,16.96,23.6,12.0,40817.3,9.82,119.92,26.2,,both,15.96,47.67,287.29,6.68,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,GT,P3,KA32,2014-05-02,0.27,2,23.744999999999997,,63.745000000000005,,,7.85,15.29,22.0,10.2,42290.89,10.0,118.68,27.2,,both,15.96,47.67,287.29,6.68,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,GT,P4,KA32,2014-05-02,0.275,2,23.744999999999997,,53.13,,,7.82,,,,43824.15,9.6,118.68,28.29,,both,15.96,47.67,287.29,6.68,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,GT,P5,KA32,2014-05-02,0.28500000000000003,2,23.744999999999997,,33.18,,,7.91,17.21,23.8,12.1,43515.22,9.36,116.11,28.06,,both,15.96,47.67,287.29,6.68,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,GT,P6,KA32,2014-05-02,0.255,2,23.744999999999997,,35.78,,,7.87,17.27,24.2,11.9,43831.97,8.21,101.95,28.29,,both,15.96,47.67,287.29,6.68,0.0,both,0.8638670987837349,-0.503719798736334
APR032014,ASU,P1,KA32,2014-05-03,0.24,1,29.66,23.5,71.8,,4.65,7.94,20.75,27.8,13.1,53211.91,8.52,118.6,35.12,,both,,,,,,left_only,0.8550745085896932,-0.518505144391157
APR032014,ASU,P2,KA32,2014-05-03,0.3,1,29.66,23.75,80.3,,3.93,7.88,20.85,28.1,13.0,54178.36,7.71,107.58,35.83,,both,,,,,,left_only,0.8550745085896932,-0.518505144391157
APR032014,ASU,P3,KA32,2014-05-03,0.25,1,29.66,23.5,82.07,,4.75,7.91,20.9,28.1,13.1,54027.97,8.19,114.53,35.72,,both,,,,,,left_only,0.8550745085896932,-0.518505144391157
APR032014,ASU,P4,KA32,2014-05-03,0.3,1,29.66,23.5,71.07,,4.1,7.92,21.12,28.4,13.3,54346.15,9.4,131.85,35.95,,both,,,,,,left_only,0.8550745085896932,-0.518505144391157
APR032014,ASU,P5,KA32,2014-05-03,0.26,1,29.66,23.5,69.73,,4.58,7.85,20.62,27.8,12.9,54167.25,8.48,117.91,35.82,,both,,,,,,left_only,0.8550745085896932,-0.518505144391157
APR032014,ASU,P6,KA32,2014-05-03,0.22,1,29.66,23.5,71.63,,5.39,7.91,,,,54187.04,7.13,100.17,35.84,715.46,both,,,,,,left_only,0.8550745085896932,-0.518505144391157
APR032014,ASU,P1,KA32,2014-05-05,0.36,1,31.67,22.25,44.3,,3.12,7.94,19.12,26.0,13.5,55017.9,8.53,116.7,36.49,,both,,,,,,left_only,0.8367329140344921,-0.5476112038402312
APR032014,ASU,P2,KA32,2014-05-05,0.36,2,31.69,22.5,46.95,,3.49,7.91,19.74,26.7,13.4,55697.53,7.87,109.78,36.99,,both,,,,,,left_only,0.8367329140344921,-0.5476112038402312
APR032014,ASU,P3,KA32,2014-05-05,0.34,1,31.67,22.0,57.77,,3.14,7.93,19.25,26.1,13.5,54957.11,7.9,108.26,36.44,,both,,,,,,left_only,0.8367329140344921,-0.5476112038402312
APR032014,ASU,P4,KA32,2014-05-05,0.35,2,31.69,22.5,46.114999999999995,,3.465,7.94,19.96,26.9,13.8,55629.67,9.5,132.91,36.94,,both,,,,,,left_only,0.8367329140344921,-0.5476112038402312
APR032014,ASU,P5,KA32,2014-05-05,0.37,1,31.67,22.0,47.5,,2.5,7.88,19.09,26.0,13.3,55944.88,8.43,115.91,37.18,,both,,,,,,left_only,0.8367329140344921,-0.5476112038402312
APR032014,ASU,P6,KA32,2014-05-05,0.245,2,31.69,22.0,47.535,,4.555,7.9,,,,55975.16,8.83,123.61,37.2,689.47,both,,,,,,left_only,0.8367329140344921,-0.5476112038402312
APR032014,CELL,P2,KA32,2014-05-05,0.14,2,19.755,23.0,52.5,,7.725,7.67,26.75,32.97,22.2,55149.13,6.49,101.44,36.5,,both,26.49,76.43,311.33,4.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CELL,P4,KA32,2014-05-05,0.28500000000000003,2,19.755,23.25,42.985,,5.869999999999999,7.87,27.65,34.53,22.65,55930.19,8.11,128.73,37.05,,both,26.49,76.43,311.33,4.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CELL,P5,KA32,2014-05-05,0.28500000000000003,2,19.755,23.0,42.019999999999996,,5.855,7.87,27.44,33.9,22.4,55718.08,7.96,125.87,36.9,,both,26.49,76.43,311.33,4.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CELL,P6,KA32,2014-05-05,0.2,1,19.74,24.0,67.37,,6.32,7.84,27.0,33.18,22.5,57592.87,7.82,123.6,38.32,,both,26.49,76.43,311.33,4.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CP,P1,KA32,2014-05-05,0.39,1,30.79,23.0,8.39,,0.05,7.96,15.71,21.4,11.0,49.92,10.15,126.42,32.69,,both,12.78,76.04,288.62,1.4,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CP,P2,KA32,2014-05-05,0.41,1,30.79,23.0,5.78,,0.07,7.98,15.62,21.3,11.0,51.91,8.72,109.22,34.14,,both,12.78,76.04,288.62,1.4,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CP,P3,KA32,2014-05-05,0.41,1,30.79,22.5,10.42,,0.02,7.96,15.4,20.9,10.9,46.07,8.86,107.59,29.89,,both,12.78,76.04,288.62,1.4,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CP,P4,KA32,2014-05-05,0.32,2,30.799999999999997,23.0,2.295,,0.37,14.01,15.63,21.3,10.6,52.17,9.22,116.49,34.33,,both,12.78,76.04,288.62,1.4,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CP,P5,KA32,2014-05-05,0.3,2,30.799999999999997,23.0,2.765,,0.33999999999999997,7.9,15.89,21.4,10.8,43.94,8.74,108.21,28.55,,both,12.78,76.04,288.62,1.4,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,CP,P6,KA32,2014-05-05,0.28500000000000003,2,30.799999999999997,23.0,2.34,,0.29500000000000004,7.91,15.93,21.5,10.8,56.06,9.37,121.6,37.36,,both,12.78,76.04,288.62,1.4,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,FA,P1,KA32,2014-05-05,0.30500000000000005,2,27.814999999999998,25.95,41.5,,7.824999999999999,7.89,23.93,29.7,18.4,52664.02,7.46,109.0,34.7,857.45,both,22.87,48.42,308.4,0.64,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,FA,P2,KA32,2014-05-05,0.235,2,27.814999999999998,25.9,59.0,,11.75,7.88,24.49,31.0,18.5,53905.56,8.18,122.34,35.61,,both,22.87,48.42,308.4,0.64,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,FA,P3,KA32,2014-05-05,0.35,1,27.89,,44.0,,6.5,7.74,24.1,30.6,18.8,32997.65,7.0,102.61,21.5,,both,22.87,48.42,308.4,0.64,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,FA,P4,KA32,2014-05-05,0.245,2,27.814999999999998,26.0,55.0,,11.075,7.92,,,,52900.54,10.28,152.07,34.86,,both,22.87,48.42,308.4,0.64,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,FA,P5,KA32,2014-05-05,0.28500000000000003,2,27.814999999999998,25.9,41.5,,7.725,7.86,24.11,31.0,18.2,51323.79,6.82,99.86,33.7,,both,22.87,48.42,308.4,0.64,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,FA,P6,KA32,2014-05-05,0.22999999999999998,2,27.814999999999998,25.9,61.0,,10.475,7.85,24.95,32.2,18.4,52776.64,8.91,134.14,34.76,,both,22.87,48.42,308.4,0.64,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,GT,P1,KA32,2014-05-05,0.17,1,26.7,25.0,50.43,,,7.07,22.16,29.2,16.0,39739.17,9.63,129.43,25.35,608.59,both,23.87,42.85,312.55,10.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,GT,P2,KA32,2014-05-05,0.21,1,26.7,25.0,47.16,,,7.89,22.1,29.2,16.0,41496.37,10.37,140.88,26.61,,both,23.87,42.85,312.55,10.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,GT,P3,KA32,2014-05-05,0.21,1,26.7,25.0,44.74,,,7.99,20.38,27.4,14.2,42600.95,10.78,142.47,27.4,,both,23.87,42.85,312.55,10.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,GT,P4,KA32,2014-05-05,0.31,2,26.735,24.75,49.265,,,7.93,,,,43948.44,9.87,136.52,28.35,,both,23.87,42.85,312.55,10.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,GT,P5,KA32,2014-05-05,0.29500000000000004,2,26.735,25.0,45.285,,,7.96,22.54,29.5,16.2,42736.76,9.7,133.12,27.48,,both,23.87,42.85,312.55,10.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,GT,P6,KA32,2014-05-05,0.29500000000000004,2,26.735,25.0,43.974999999999994,,,7.96,22.39,29.8,15.9,43518.49,8.57,117.79,28.04,,both,23.87,42.85,312.55,10.62,0.0,both,0.8367329140344921,-0.5476112038402312
APR032014,FA,P1,KA32,2014-05-06,0.35,1,28.74,25.1,,,,7.88,24.18,29.8,19.4,54560.73,7.47,110.78,36.11,665.1,both,23.43,51.33,321.26,0.7,0.0,both,0.8271893372462497,-0.5619233046832195
APR032014,FA,P2,KA32,2014-05-06,0.2,1,28.74,24.4,,,,7.82,24.42,30.2,19.6,56370.63,8.37,125.92,37.46,,both,23.43,51.33,321.26,0.7,0.0,both,0.8271893372462497,-0.5619233046832195
APR032014,FA,P3,KA32,2014-05-06,0.45,1,28.74,24.9,,,,7.96,24.53,30.7,19.4,51797.55,8.54,125.81,34.04,,both,23.43,51.33,321.26,0.7,0.0,both,0.8271893372462497,-0.5619233046832195
APR032014,FA,P4,KA32,2014-05-06,0.23,1,28.74,24.9,,,,7.89,,,,55684.23,10.2,152.73,36.93,,both,23.43,51.33,321.26,0.7,0.0,both,0.8271893372462497,-0.5619233046832195
APR032014,FA,P5,KA32,2014-05-06,0.36,1,28.74,25.0,,,,7.87,24.53,30.6,19.4,53557.89,7.11,105.85,35.36,,both,23.43,51.33,321.26,0.7,0.0,both,0.8271893372462497,-0.5619233046832195
APR032014,FA,P6,KA32,2014-05-06,0.22,1,28.74,24.5,,,,7.81,24.86,31.0,19.6,55019.73,9.0,135.83,36.44,,both,23.43,51.33,321.26,0.7,0.0,both,0.8271893372462497,-0.5619233046832195
APR032014,ASU,P1,KA32,2014-05-07,0.27,2,33.715,24.5,48.715,,4.02,7.88,16.63,22.3,9.8,50252.2,8.98,115.07,32.91,,both,,,,,,left_only,0.8174009818249189,-0.5760691233798758
APR032014,ASU,P2,KA32,2014-05-07,0.335,2,33.715,24.5,49.085,,3.975,7.91,16.09,21.4,9.9,53114.58,8.35,106.62,35.02,,both,,,,,,left_only,0.8174009818249189,-0.5760691233798758
APR032014,ASU,P3,KA32,2014-05-07,0.275,2,33.715,24.25,47.32,,3.79,7.93,16.79,22.4,9.8,50764.41,8.42,108.5,33.29,,both,,,,,,left_only,0.8174009818249189,-0.5760691233798758
APR032014,ASU,P4,KA32,2014-05-07,0.345,2,33.715,24.0,43.965,,3.67,7.84,16.19,21.5,10.0,53098.34,9.67,123.48,35.0,,both,,,,,,left_only,0.8174009818249189,-0.5760691233798758
APR032014,ASU,P5,KA32,2014-05-07,0.27999999999999997,2,33.715,23.75,49.07,,3.9050000000000002,7.83,16.77,22.2,9.7,51440.74,8.54,110.47,33.78,,both,,,,,,left_only,0.8174009818249189,-0.5760691233798758
APR032014,ASU,P6,KA32,2014-05-07,0.31,1,33.66,23.75,49.0,,3.4,7.88,,,,54186.34,9.61,121.75,35.81,626.06,both,,,,,,left_only,0.8174009818249189,-0.5760691233798758
APR032014,CELL,P2,KA32,2014-05-07,0.15000000000000002,2,21.759999999999998,24.625,52.355000000000004,,7.215,7.79,27.09,32.2,23.03,54503.35,9.49,148.99,36.0,,both,26.73,77.88,303.62,3.89,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CELL,P4,KA32,2014-05-07,0.22999999999999998,2,21.759999999999998,24.625,44.34,,6.32,7.57,28.14,34.0,23.53,55435.36,3.97,62.57,36.66,,both,26.73,77.88,303.62,3.89,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CELL,P5,KA32,2014-05-07,0.21500000000000002,2,21.759999999999998,24.625,43.855000000000004,,6.289999999999999,7.67,27.7,33.48,23.22,55103.43,5.03,79.13,36.43,,both,26.73,77.88,303.62,3.89,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CELL,P6,KA32,2014-05-07,0.29,1,21.74,24.25,57.23,,5.15,7.9,27.26,32.89,23.19,56169.73,7.81,122.77,37.25,,both,26.73,77.88,303.62,3.89,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CP,P1,KA32,2014-05-07,0.29000000000000004,2,32.805,24.5,13.030000000000001,,0.71,7.95,15.03,19.9,10.4,52.24,10.24,127.71,34.43,,both,11.75,71.46,230.62,1.36,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CP,P2,KA32,2014-05-07,0.305,2,32.805,24.0,10.675,,0.7200000000000001,7.97,14.9,19.7,10.6,54.3,8.72,109.33,35.91,,both,11.75,71.46,230.62,1.36,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CP,P3,KA32,2014-05-07,0.3,2,32.805,23.8,11.639999999999999,,0.74,7.95,14.64,19.4,10.4,39.01,9.19,107.16,24.95,,both,11.75,71.46,230.62,1.36,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CP,P4,KA32,2014-05-07,0.29000000000000004,2,32.805,24.1,12.15,,1.03,14.01,13.76,18.8,10.2,49.61,8.16,97.06,32.42,,both,11.75,71.46,230.62,1.36,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CP,P5,KA32,2014-05-07,0.28500000000000003,2,32.805,23.8,5.62,,0.77,7.84,14.03,18.9,10.4,45.7,8.14,96.52,29.66,,both,11.75,71.46,230.62,1.36,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,CP,P6,KA32,2014-05-07,0.275,2,32.805,24.0,5.14,,0.335,7.89,13.92,18.7,10.4,54.16,9.2,112.53,35.76,,both,11.75,71.46,230.62,1.36,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,FA,P1,KA32,2014-05-07,0.32,2,29.78,24.0,30.0,,11.8,7.92,25.81,31.1,22.2,55384.91,7.59,116.38,36.7,659.83,both,24.58,50.54,306.15,1.47,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,FA,P2,KA32,2014-05-07,0.31,1,29.75,24.2,90.0,,15.0,7.86,25.56,31.2,22.2,56611.79,8.87,136.79,37.61,,both,24.58,50.54,306.15,1.47,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,FA,P3,KA32,2014-05-07,0.38,2,29.78,24.8,21.0,,9.0,7.96,25.94,31.6,22.3,53074.85,8.27,126.03,34.97,,both,24.58,50.54,306.15,1.47,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,FA,P4,KA32,2014-05-07,0.32,1,29.75,24.1,86.0,,15.0,7.94,,,,57001.44,9.16,141.3,37.89,,both,24.58,50.54,306.15,1.47,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,FA,P5,KA32,2014-05-07,0.315,2,29.78,24.7,42.0,,11.4,7.88,25.81,31.3,22.3,55398.07,7.21,110.99,36.7,,both,24.58,50.54,306.15,1.47,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,FA,P6,KA32,2014-05-07,0.31,1,29.75,24.0,91.0,,14.5,7.87,26.35,32.4,22.2,55964.05,8.77,136.58,37.11,,both,24.58,50.54,306.15,1.47,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,GT,P1,KA32,2014-05-07,0.25,1,28.72,25.0,39.33,,,7.46,23.26,28.8,18.1,39880.89,9.54,130.71,25.46,576.28,both,23.89,43.94,311.72,8.02,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,GT,P2,KA32,2014-05-07,0.32,1,28.72,25.0,37.0,,,7.87,23.16,28.7,18.1,41369.17,10.0,137.89,26.51,,both,23.89,43.94,311.72,8.02,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,GT,P3,KA32,2014-05-07,0.32,1,28.72,25.0,,,,8.05,21.47,27.0,16.2,42546.18,10.03,134.82,27.37,,both,23.89,43.94,311.72,8.02,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,GT,P4,KA32,2014-05-07,0.31,2,28.785,25.0,86.67,,,7.87,,,,43951.84,10.27,144.45,28.35,,both,23.89,43.94,311.72,8.02,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,GT,P5,KA32,2014-05-07,0.31,2,28.785,25.0,80.5,,,7.94,23.81,29.5,18.2,43770.1,8.63,121.31,28.22,,both,23.89,43.94,311.72,8.02,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,GT,P6,KA32,2014-05-07,0.31,2,28.785,25.0,75.33500000000001,,,7.92,23.52,29.4,17.9,43786.42,8.27,115.68,28.24,,both,23.89,43.94,311.72,8.02,0.0,both,0.8174009818249189,-0.5760691233798758
APR032014,FA,P1,KA32,2014-05-08,0.36,1,30.75,24.0,,,,7.92,25.94,30.8,22.6,56623.83,7.46,114.91,37.62,669.24,both,26.46,54.69,311.62,2.41,0.0,both,0.8073707443023492,-0.5900444739548627
APR032014,FA,P2,KA32,2014-05-08,0.31,1,30.75,24.0,,,,,,,,,,,,,left_only,26.46,54.69,311.62,2.41,0.0,both,0.8073707443023492,-0.5900444739548627
APR032014,FA,P3,KA32,2014-05-08,0.42,1,30.75,24.3,,,,7.95,26.01,30.8,22.6,53991.22,8.16,124.52,35.64,,both,26.46,54.69,311.62,2.41,0.0,both,0.8073707443023492,-0.5900444739548627
